WMC,class_BC,chemin,class,classe_LOC,classe_CLOC,classe_DC
51,0.010732714138286895,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\StandardEntityCollection.java,StandardEntityCollection,190,104,0.5473684210526316
19,0.04339796860572484,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\TickLabelEntity.java,TickLabelEntity extends ChartEntity,57,47,0.8245614035087719
59,0.009901873327386262,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\TitleEntity.java,TitleEntity extends ChartEntity ,190,111,0.5842105263157895
30,0.021782178217821784,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\XYAnnotationEntity.java,XYAnnotationEntity extends ChartEntity,101,66,0.6534653465346535
39,0.01625607507960449,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\XYItemEntity.java,XYItemEntity extends ChartEntity ,153,97,0.6339869281045751
17,0.0463458110516934,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\AnnotationChangeEvent.java,AnnotationChangeEvent extends ChartChangeEvent ,66,52,0.7878787878787878
16,0.055,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\AnnotationChangeListener.java,AnnotationChangeListener extends EventListener ,50,44,0.88
18,0.0456989247311828,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\AxisChangeEvent.java,AxisChangeEvent extends ChartChangeEvent ,62,51,0.8225806451612904
26,0.03496503496503496,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\AxisChangeListener.java,AxisChangeListener extends EventListener ,55,50,0.9090909090909091
25,0.02817391304347826,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartChangeEvent.java,ChartChangeEvent extends EventObject ,115,81,0.7043478260869566
12,0.07269503546099292,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartChangeEventType.java,ChartChangeEventType ,47,41,0.8723404255319149
22,0.04108391608391609,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartChangeListener.java,ChartChangeListener extends EventListener ,52,47,0.9038461538461539
24,0.028985507246376812,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartProgressEvent.java,ChartProgressEvent extends java.util.EventObject ,115,80,0.6956521739130435
13,0.06837606837606837,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartProgressEventType.java,ChartProgressEventType ,45,40,0.8888888888888888
17,0.05282112845138055,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\ChartProgressListener.java,ChartProgressListener extends EventListener ,49,44,0.8979591836734694
18,0.04585537918871252,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\MarkerChangeEvent.java,MarkerChangeEvent extends ChartChangeEvent ,63,52,0.8253968253968254
16,0.055,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\MarkerChangeListener.java,MarkerChangeListener extends EventListener ,50,44,0.88
4,0.20833333333333334,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\package-info.java,,6,5,0.8333333333333334
18,0.04513888888888889,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\PlotChangeEvent.java,PlotChangeEvent extends ChartChangeEvent ,64,52,0.8125
17,0.052941176470588235,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\PlotChangeListener.java,PlotChangeListener extends EventListener ,50,45,0.9
37,0.02112457284871078,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\RendererChangeEvent.java,RendererChangeEvent extends ChartChangeEvent ,87,68,0.7816091954022989
16,0.05612244897959184,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\RendererChangeListener.java,RendererChangeListener extends EventListener ,49,44,0.8979591836734694
17,0.04725168756027001,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\TitleChangeEvent.java,TitleChangeEvent extends ChartChangeEvent ,61,49,0.8032786885245902
17,0.052941176470588235,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\event\TitleChangeListener.java,TitleChangeListener extends EventListener ,50,45,0.9
30,0.02558139534883721,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGenerator.java,DynamicDriveToolTipTagFragmentGenerator,86,66,0.7674418604651163
75,0.006025104602510461,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\ImageMapUtils.java,ImageMapUtils ,239,108,0.45188284518828453
21,0.03864734299516909,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGenerator.java,OverLIBToolTipTagFragmentGenerator,69,56,0.8115942028985508
2,0.375,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\package-info.java,,4,3,0.75
19,0.04291497975708502,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGenerator.java,StandardToolTipTagFragmentGenerator,65,53,0.8153846153846154
16,0.052083333333333336,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\StandardURLTagFragmentGenerator.java,StandardURLTagFragmentGenerator,66,55,0.8333333333333334
19,0.04918032786885246,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\ToolTipTagFragmentGenerator.java,ToolTipTagFragmentGenerator ,61,57,0.9344262295081968
21,0.041474654377880185,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\imagemap\URLTagFragmentGenerator.java,URLTagFragmentGenerator ,62,54,0.8709677419354839
34,0.02063983488132095,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\Args.java,Args ,114,80,0.7017543859649122
70,0.0062310030395136785,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\ArrayUtils.java,ArrayUtils ,188,82,0.43617021276595747
63,0.007754059478197409,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\CloneUtils.java,CloneUtils ,174,85,0.4885057471264368
65,0.010176282051282052,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\HashUtils.java,HashUtils ,192,127,0.6614583333333334
54,0.008339465293107678,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\LineUtils.java,LineUtils ,151,68,0.4503311258278146
2,0.375,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\package-info.java,,4,3,0.75
108,0.0038695411829740185,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\PaintUtils.java,PaintUtils ,201,84,0.417910447761194
261,0.0013355572476642856,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\SerialUtils.java,SerialUtils ,634,221,0.34858044164037855
204,0.0022755523477284577,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\internal\ShapeUtils.java,ShapeUtils ,489,227,0.46421267893660534
127,0.004157260062771874,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\AbstractCategoryItemLabelGenerator.java,AbstractCategoryItemLabelGenerator,286,151,0.527972027972028
101,0.005113187375075536,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\AbstractPieItemLabelGenerator.java,AbstractPieItemLabelGenerator,213,110,0.5164319248826291
163,0.0031161748953159995,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\AbstractXYItemLabelGenerator.java,AbstractXYItemLabelGenerator,315,160,0.5079365079365079
49,0.012429031763081173,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGenerator.java,BoxAndWhiskerToolTipGenerator,133,81,0.6090225563909775
61,0.009812976217963518,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGenerator.java,BoxAndWhiskerXYToolTipGenerator extends StandardXYToolTipGenerator,142,85,0.5985915492957746
108,0.004859198041016223,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\BubbleXYItemLabelGenerator.java,BubbleXYItemLabelGenerator extends AbstractXYItemLabelGenerator,242,127,0.5247933884297521
30,0.0303030303030303,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\CategoryItemLabelGenerator.java,CategoryItemLabelGenerator ,77,70,0.9090909090909091
25,0.03642857142857143,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\CategorySeriesLabelGenerator.java,CategorySeriesLabelGenerator ,56,51,0.9107142857142857
30,0.030601092896174863,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\CategoryToolTipGenerator.java,CategoryToolTipGenerator ,61,56,0.9180327868852459
16,0.05625,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\CrosshairLabelGenerator.java,CrosshairLabelGenerator ,50,45,0.9
62,0.008780301584271807,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\CustomXYToolTipGenerator.java,CustomXYToolTipGenerator,169,92,0.5443786982248521
18,0.04938271604938271,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\FlowLabelGenerator.java,FlowLabelGenerator ,54,48,0.8888888888888888
84,0.005591630591630592,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\HighLowItemLabelGenerator.java,HighLowItemLabelGenerator,198,93,0.4696969696969697
57,0.00977854472246189,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\IntervalCategoryItemLabelGenerator.java,IntervalCategoryItemLabelGenerator,122,68,0.5573770491803278
66,0.008274231678486997,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\IntervalCategoryToolTipGenerator.java,IntervalCategoryToolTipGenerator,141,77,0.5460992907801419
142,0.0033928265951987226,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\IntervalXYItemLabelGenerator.java,IntervalXYItemLabelGenerator extends AbstractXYItemLabelGenerator,247,119,0.4817813765182186
141,0.003473134284797011,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\IntervalXYToolTipGenerator.java,IntervalXYToolTipGenerator extends AbstractXYItemLabelGenerator,243,119,0.4897119341563786
12,0.057971014492753624,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\ItemLabelAnchor.java,ItemLabelAnchor ,92,64,0.6956521739130435
59,0.009371884346959123,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\ItemLabelPosition.java,ItemLabelPosition,170,94,0.5529411764705883
98,0.004813246053138236,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\MultipleXYSeriesLabelGenerator.java,MultipleXYSeriesLabelGenerator,212,100,0.4716981132075472
2,0.375,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\package-info.java,,4,3,0.75
37,0.023529411764705882,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\PieSectionLabelGenerator.java,PieSectionLabelGenerator<K extends Comparable<K>> ,85,74,0.8705882352941177
16,0.056712962962962965,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\PieToolTipGenerator.java,PieToolTipGenerator ,54,49,0.9074074074074074
50,0.012932330827067668,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardCategoryItemLabelGenerator.java,StandardCategoryItemLabelGenerator,133,86,0.6466165413533834
57,0.010599415204678362,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardCategorySeriesLabelGenerator.java,StandardCategorySeriesLabelGenerator implements,144,87,0.6041666666666666
43,0.014852452608950555,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardCategoryToolTipGenerator.java,StandardCategoryToolTipGenerator,119,76,0.6386554621848739
49,0.011917175629375837,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardCrosshairLabelGenerator.java,StandardCrosshairLabelGenerator,137,80,0.583941605839416
41,0.014422057264050901,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardFlowLabelGenerator.java,StandardFlowLabelGenerator,115,68,0.591304347826087
92,0.006852551984877127,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardPieSectionLabelGenerator.java,StandardPieSectionLabelGenerator,230,145,0.6304347826086957
50,0.014263565891472868,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardPieToolTipGenerator.java,StandardPieToolTipGenerator extends AbstractPieItemLabelGenerator,129,92,0.7131782945736435
90,0.007385998715478483,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardXYItemLabelGenerator.java,StandardXYItemLabelGenerator extends AbstractXYItemLabelGenerator,173,115,0.6647398843930635
64,0.009623344370860928,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardXYSeriesLabelGenerator.java,StandardXYSeriesLabelGenerator,151,93,0.6158940397350994
85,0.00777552400270453,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardXYToolTipGenerator.java,StandardXYToolTipGenerator extends AbstractXYItemLabelGenerator,174,115,0.6609195402298851
104,0.005078255078255078,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\StandardXYZToolTipGenerator.java,StandardXYZToolTipGenerator extends StandardXYToolTipGenerator,231,122,0.5281385281385281
57,0.009784075573549258,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\SymbolicXYItemLabelGenerator.java,SymbolicXYItemLabelGenerator,156,87,0.5576923076923077
18,0.050411522633744855,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\XYItemLabelGenerator.java,XYItemLabelGenerator ,54,49,0.9074074074074074
25,0.036491228070175435,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\XYSeriesLabelGenerator.java,XYSeriesLabelGenerator ,57,52,0.9122807017543859
17,0.0532741398446171,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\XYToolTipGenerator.java,XYToolTipGenerator ,53,48,0.9056603773584906
19,0.047666335650446874,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\labels\XYZToolTipGenerator.java,XYZToolTipGenerator extends XYToolTipGenerator ,53,48,0.9056603773584906
279,0.0018314729975807765,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendGraphic.java,LegendGraphic extends AbstractBlock,683,349,0.5109809663250366
355,0.00154456750677002,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendItem.java,LegendItem,983,539,0.5483214649033571
40,0.014852941176470588,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendItemBlockContainer.java,LegendItemBlockContainer extends BlockContainer ,170,101,0.5941176470588235
41,0.014771556166265888,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendItemCollection.java,LegendItemCollection,142,86,0.6056338028169014
15,0.060000000000000005,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendItemSource.java,LegendItemSource ,50,45,0.9
12,0.07407407407407407,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendRenderingOrder.java,LegendRenderingOrder ,45,40,0.8888888888888888
214,0.002044865871945955,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\LegendTitle.java,LegendTitle extends Title,617,270,0.4376012965964344
0,Infinity,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\package-info.java,,4,3,0.75
231,0.0017721452766769987,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\legend\PaintScaleLegend.java,PaintScaleLegend extends Title,662,271,0.4093655589123867
47,0.012603333785065727,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CategoryCrosshairState.java,CategoryCrosshairState<R extends Comparable<R>, C extends Comparable<C>> ,157,93,0.5923566878980892
60,0.010057471264367816,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CategoryMarker.java,CategoryMarker extends Marker,174,105,0.603448275862069
1890,2.468277949153474E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CategoryPlot.java,CategoryPlot<R extends Comparable<R>, C extends Comparable<C>> ,4523,2110,0.4665045323900066
11,0.0793036750483559,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CenterTextMode.java,CenterTextMode ,47,41,0.8723404255319149
270,0.0015406924052927316,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CombinedDomainCategoryPlot.java,CombinedDomainCategoryPlot extends CategoryPlot,613,255,0.4159869494290375
300,0.001447178002894356,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CombinedDomainXYPlot.java,CombinedDomainXYPlot<S extends Comparable<S>> extends XYPlot<S>,691,300,0.4341534008683068
213,0.0019052828296640687,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CombinedRangeCategoryPlot.java,CombinedRangeCategoryPlot extends CategoryPlot,515,209,0.4058252427184466
263,0.0016303899987051055,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CombinedRangeXYPlot.java,CombinedRangeXYPlot<S extends Comparable<S>> extends XYPlot<S>,646,277,0.42879256965944273
347,0.0016119515302850205,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\Crosshair.java,Crosshair,674,377,0.5593471810089021
121,0.0054841342720130595,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\CrosshairState.java,CrosshairState ,324,215,0.6635802469135802
14,0.06547619047619048,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\DatasetRenderingOrder.java,DatasetRenderingOrder ,60,55,0.9166666666666666
162,0.0024931338826227234,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\DefaultDrawingSupplier.java,DefaultDrawingSupplier,463,187,0.4038876889848812
13,0.0673076923076923,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\DialShape.java,DialShape ,48,42,0.875
23,0.037549407114624504,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\DrawingSupplier.java,DrawingSupplier ,88,76,0.8636363636363636
377,0.0012717934193541358,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\FastScatterPlot.java,FastScatterPlot extends Plot,974,467,0.4794661190965092
83,0.007033208978044156,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\IntervalMarker.java,IntervalMarker extends Marker,197,115,0.583756345177665
269,0.0020652622883106154,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\Marker.java,Marker,603,335,0.5555555555555556
67,0.008216493291120156,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\MeterInterval.java,MeterInterval,198,109,0.5505050505050505
431,0.0010374002749110728,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\MeterPlot.java,MeterPlot extends Plot,1163,520,0.4471195184866724
1,0.75,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\package-info.java,,4,3,0.75
16,0.05390625,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\Pannable.java,Pannable ,80,69,0.8625
589,8.59837480418746E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\Plot.java,Plot,1319,668,0.5064442759666414
25,0.03323076923076923,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\PlotOrientation.java,PlotOrientation ,65,54,0.8307692307692308
107,0.005203908241291418,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\PlotRenderingInfo.java,PlotRenderingInfo,264,147,0.5568181818181818
19,0.04055220017256255,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\PlotState.java,PlotState ,61,47,0.7704918032786885
13,0.06327543424317618,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\PolarAxisLocation.java,PolarAxisLocation ,62,51,0.8225806451612904
760,6.103662197318392E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\PolarPlot.java,PolarPlot extends Plot,1841,854,0.46387832699619774
260,0.0018437118437118437,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\RingPlot.java,RingPlot extends PiePlot,630,302,0.4793650793650794
13,0.07029177718832892,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\SeriesRenderingOrder.java,SeriesRenderingOrder ,58,53,0.9137931034482759
541,8.729894187910612E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\SpiderWebPlot.java,SpiderWebPlot extends Plot,1281,605,0.4722872755659641
491,9.619127677699985E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\ThermometerPlot.java,ThermometerPlot extends Plot,1444,682,0.47229916897506924
15,0.05911949685534591,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\ValueAxisPlot.java,ValueAxisPlot ,53,47,0.8867924528301887
43,0.015848406546080964,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\ValueMarker.java,ValueMarker extends Marker ,135,92,0.6814814814814815
140,0.002864487697392582,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\WaferMapPlot.java,WaferMapPlot extends Plot,389,156,0.40102827763496146
14,0.06318681318681318,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\XYCrosshairState.java,XYCrosshairState extends CrosshairState ,52,46,0.8846153846153846
2050,2.2123092140377337E-4,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\XYPlot.java,XYPlot<S extends Comparable<S>> extends Plot ,4981,2259,0.4535233888777354
51,0.01727048435268147,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\Zoomable.java,Zoomable ,151,133,0.8807947019867549
59,0.00847457627118644,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\ArrowNeedle.java,ArrowNeedle extends MeterNeedle,156,78,0.5
260,0.001675257731958763,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\CompassPlot.java,CompassPlot extends Plot,776,338,0.43556701030927836
38,0.016507177033492824,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\LineNeedle.java,LineNeedle extends MeterNeedle,110,69,0.6272727272727273
65,0.0070711896798853315,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\LongNeedle.java,LongNeedle extends MeterNeedle,161,74,0.45962732919254656
128,0.004114029255319149,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\MeterNeedle.java,MeterNeedle,376,198,0.526595744680851
46,0.011693017127799736,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\MiddlePinNeedle.java,MiddlePinNeedle extends MeterNeedle,132,71,0.5378787878787878
2,0.375,C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\plot\compass\package-info.java,,4,3,0.75
