WMC;class_BC;chemin;class;classe_LOC;classe_CLOC;classe_DC
59;0.01078582434514638;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\encoders\ImageEncoderFactory.java;ImageEncoderFactory ;143;91;0.6363636363636364
17;0.05203619909502262;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\encoders\ImageFormat.java;ImageFormat ;52;46;0.8846153846153846
3;0.25;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\encoders\package-info.java;;4;3;0.75
42;0.014804639804639804;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\encoders\SunJPEGEncoderAdapter.java;SunJPEGEncoderAdapter implements ImageEncoder ;156;97;0.6217948717948718
34;0.020361990950226245;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\encoders\SunPNGEncoderAdapter.java;SunPNGEncoderAdapter implements ImageEncoder ;117;81;0.6923076923076923
50;0.011727748691099476;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\AxisEntity.java;AxisEntity extends ChartEntity ;191;112;0.5863874345549738
43;0.014617940199335547;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\CategoryItemEntity.java;CategoryItemEntity<R extends Comparable<R>, C extends Comparable<C>> ;175;110;0.6285714285714286
28;0.02197802197802198;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\CategoryLabelEntity.java;CategoryLabelEntity<C extends Comparable<C>> extends TickLabelEntity ;117;72;0.6153846153846154
83;0.006170233494625402;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\ChartEntity.java;ChartEntity implements Cloneable, PublicCloneable, Serializable ;371;190;0.5121293800539084
16;0.05394736842105263;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\EntityCollection.java;EntityCollection ;95;82;0.8631578947368421
26;0.02440828402366864;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\FlowEntity.java;FlowEntity extends ChartEntity ;104;66;0.6346153846153846
49;0.011922663802363051;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\JFreeChartEntity.java;JFreeChartEntity extends ChartEntity ;190;111;0.5842105263157895
39;0.016317016317016316;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\LegendItemEntity.java;LegendItemEntity<S extends Comparable<S>> extends ChartEntity ;154;98;0.6363636363636364
17;0.04344919786096257;C:\Users\guomu\Documents\GitHub\IFT3913_Dev1\codeP4\src\main\java\org\jfree\chart\entity\NodeEntity.java;NodeEntity extends ChartEntity ;88;65;0.7386363636363636
